medium;painter;title;url;year;local_filename;year_unambiguous;Observer;SessionID;TrialTimestamp;FlippedLR;Confidence;Estimates;Duration;Painting CenterXY;Painting size
color on canvas mounted on wood;Gerard ter Borch;Apfelschälerin;https://upload.wikimedia.org/wikipedia/commons/8/8e/Gerard_ter_Borch_d._J._009.jpg;1660s;Gerard_ter_Borch_d._J._009.jpg;1660;HHA96w;2016-06-12-18-25-41;2016-06-12 19:16:18.065204;0.0;4.0;[{'End': (664, 526, 3.729633092880249), 'Start': (958, 55, 2.3834869861602783)}];7.866605043411255;(683.0, 314.0);(393, 580)
oil on canvas;Gerard ter Borch;Junge Frau, zwei Männern auf der Theorbe vorspielend;https://upload.wikimedia.org/wikipedia/commons/c/c6/Gerard_ter_Borch_d._J._011.jpg;1667–1668;Gerard_ter_Borch_d._J._011.jpg;1668;HHA96w;2016-06-10-10-47-19;2016-06-10 10:47:37.937899;0.0;5.0;[{'Start': (303, 70, 2.385349988937378), 'End': (833, 512, 3.4779019355773926)}];4.4349539279937735;(683.0, 314.0);(486, 580)
oil on canvas;Gerard ter Borch;Väterliche Ermahnung;https://upload.wikimedia.org/wikipedia/commons/3/35/Gerard_ter_Borch_d._J._016.jpg;1654-1655;Gerard_ter_Borch_d._J._016.jpg;1655;HHA96w;2016-06-24-13-17-53;2016-06-24 13:20:18.549672;0.0;5.0;[{'End': (852, 485, 5.106726884841919), 'Start': (384, 20, 4.163604021072388)}];6.000838041305542;(683.0, 314.0);(497, 580)
color on canvas;Gerard van Honthorst;The Adoration of the Shepherds;https://upload.wikimedia.org/wikipedia/commons/3/38/Gerard_van_Honthorst_001.jpg;25 December 1622;Gerard_van_Honthorst_001.jpg;1622;HHA96w;nan;;;;nan;;nan;nan
color on canvas;Gerard van Honthorst;The Adoration of the Shepherds;https://upload.wikimedia.org/wikipedia/commons/7/7a/Gerard_van_Honthorst_002.jpg;between 1625 and 1650;Gerard_van_Honthorst_002.jpg;1650;HHA96w;2016-06-10-10-47-19;2016-06-10 10:49:33.365940;1.0;0.0;[];3.837049007415772;(683.0, 314.0);(488, 580)
color on canvas;Matthias Stom;The Doubtful Thomas;https://upload.wikimedia.org/wikipedia/commons/d/dd/Gerard_van_Honthorst_003.jpg;between 1625 and 1650;Gerard_van_Honthorst_003.jpg;1650;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Gerard van Honthorst;Der verlorene Sohn;https://upload.wikimedia.org/wikipedia/commons/6/63/Gerard_van_Honthorst_004.jpg;1623;Gerard_van_Honthorst_004.jpg;1623;HHA96w;2016-06-05-19-42-57;2016-06-05 19:54:48.600938;1.0;0.0;[];9.139544010162354;(683.0, 314.0);(841, 580)
oil on canvas;Gerard van Honthorst;Prinz Frederik Hendrik und seine Gattin Amalia van Solms;https://upload.wikimedia.org/wikipedia/commons/b/b6/Gerard_van_Honthorst_005.jpg;± 1637-1638;Gerard_van_Honthorst_005.jpg;1638;HHA96w;2016-05-29-20-23-22;2016-05-29 20:41:38.086530;0.0;5.0;[{'Start': (1141, 626, 1.6280999183654785), 'End': (550, 140, 4.04304313659668)}, {'Start': (1145, 331, 4.941120147705078), 'End': (530, 200, 5.883168935775757)}];7.338931083679199;(683.0, 314.0);(544, 580)
oil on canvas;Gerbrand van den Eeckhout;Der Prophet Eliseus und die Sunamitin;https://upload.wikimedia.org/wikipedia/commons/8/8a/Gerbrand_van_den_Eeckhout_001.jpg;1664;Gerbrand_van_den_Eeckhout_001.jpg;1664;HHA96w;2016-06-12-18-25-41;2016-06-12 18:35:08.032226;0.0;6.0;[{'End': (692, 500, 4.7981178760528564), 'Start': (924, 6, 3.2043728828430176)}, {'End': (1154, 392, 8.852141857147217), 'Start': (1154, 392, 6.34375786781311)}, {'End': (960, 431, 12.288416862487793), 'Start': (204, 15, 10.395900964736938)}];13.314162015914915;(683.0, 314.0);(798, 580)
color on oak panel;Gerbrand van den Eeckhout;Die Darstellung Christi im Tempel;https://upload.wikimedia.org/wikipedia/commons/5/58/Gerbrand_van_den_Eeckhout_002.jpg;1671;Gerbrand_van_den_Eeckhout_002.jpg;1671;HHA96w;2016-06-05-19-42-57;2016-06-05 19:47:59.566243;0.0;4.0;[{'Start': (328, 119, 4.909548997879028), 'End': (794, 395, 6.291373014450073)}];8.115355968475344;(683.0, 314.0);(477, 580)
oil on oak panel;Gerbrand van den Eeckhout;Gelehrter über seinen Büchern;https://upload.wikimedia.org/wikipedia/commons/c/c6/Gerbrand_van_den_Eeckhout_003.jpg;1671;Gerbrand_van_den_Eeckhout_003.jpg;1671;HHA96w;2016-05-27-10-50-06;2016-05-27 11:09:55.374466;0.0;0.0;[];3.69555401802063;(683.0, 314.0);(439, 580)
oil on canvas;Gerbrand van den Eeckhout;Porträt einer Familie;https://upload.wikimedia.org/wikipedia/commons/9/9b/Gerbrand_van_den_Eeckhout_004.jpg;1667;Gerbrand_van_den_Eeckhout_004.jpg;1667;HHA96w;2016-06-12-17-46-29;2016-06-12 18:00:15.726693;1.0;5.0;[{'Start': (1087, 32, 1.74751615524292), 'End': (523, 428, 2.5052480697631836)}];3.4688560962677;(683.0, 314.0);(679, 580)
color on canvas;Gerbrand van den Eeckhout;Vertumnus und Pomona;https://upload.wikimedia.org/wikipedia/commons/e/e3/Gerbrand_van_den_Eeckhout_005.jpg;1669;Gerbrand_van_den_Eeckhout_005.jpg;1669;HHA96w;2016-06-03-16-32-59;2016-06-03 17:07:29.868725;1.0;5.0;[{'Start': (968, 38, 1.93589186668396), 'End': (554, 494, 3.1529288291931152)}];4.102289915084839;(683.0, 314.0);(468, 580)
oil on canvas;Gerhard von Kügelgen;Friedrich Schiller;https://upload.wikimedia.org/wikipedia/commons/0/0b/Gerhard_von_K%C3%BCgelgen_001.jpg;1808-1809;Gerhard_von_K%C3%BCgelgen_001.jpg;1809;HHA96w;2016-06-24-13-17-53;2016-06-24 13:18:30.268357;0.0;5.0;[{'End': (787, 447, 2.6108548641204834), 'Start': (398, 11, 1.6012308597564697)}];3.527474880218506;(683.0, 314.0);(495, 580)
oil on panel;Gerrit Adriaensz. Berckheyde;Nederlands:;https://upload.wikimedia.org/wikipedia/commons/d/dc/Gerrit_Adriaensz._Berckheyde_001.jpg;second half of 17;Gerrit_Adriaensz._Berckheyde_001.jpg;17;HHA96w;2016-06-10-09-43-06;2016-06-10 10:11:50.178175;0.0;5.0;[{'End': (573, 555, 3.3002779483795166), 'Start': (988, 63, 2.2365541458129883)}];4.245585918426514;(683.0, 314.0);(458, 580)
oil on canvas;Gerrit Adriaensz. Berckheyde;Nederlands:;https://upload.wikimedia.org/wikipedia/commons/f/fb/Gerrit_Adriaensz._Berckheyde_002.jpg;1696;Gerrit_Adriaensz._Berckheyde_002.jpg;1696;HHA96w;2016-06-10-09-43-06;2016-06-10 10:02:21.622157;1.0;5.0;[{'End': (838, 526, 10.635336875915527), 'Start': (202, 41, 3.6385488510131836)}];15.028151988983154;(683.0, 314.0);(724, 580)
oil on panel;Gerrit Adriaensz. Berckheyde;Nederlands:;https://upload.wikimedia.org/wikipedia/commons/0/0d/Gerrit_Adriaensz._Berckheyde_003.jpg;1680;Gerrit_Adriaensz._Berckheyde_003.jpg;1680;HHA96w;2016-06-12-18-25-41;2016-06-12 19:07:03.336762;1.0;6.0;[{'End': (886, 346, 4.287655830383301), 'Start': (366, 51, 3.0453250408172607)}];5.318692922592163;(683.0, 314.0);(521, 580)
color on oak panel;Gerrit Claesz. Bleker;Die Schlacht von Ebenezer;https://upload.wikimedia.org/wikipedia/commons/6/60/Gerrit_Claesz._Bleker_001.jpg;1640;Gerrit_Claesz._Bleker_001.jpg;1640;HHA96w;nan;;;;nan;;nan;nan
color on wood;Gerrit Claesz. Bleker;Philippus tauft den Mohren;https://upload.wikimedia.org/wikipedia/commons/9/9a/Gerrit_Claesz._Bleker_002.jpg;1640;Gerrit_Claesz._Bleker_002.jpg;1640;HHA96w;2016-06-10-09-43-06;2016-06-10 09:48:28.840157;0.0;6.0;[{'End': (919, 522, 3.7718698978424072), 'Start': (185, 103, 2.6586930751800537)}];4.6977288722991934;(683.0, 314.0);(813, 580)
oil on canvas;Gilbert Stuart;Der Schlittschuhläufer;https://upload.wikimedia.org/wikipedia/commons/1/19/Gilbert_Stuart_001.jpg;1782;Gilbert_Stuart_001.jpg;1782;HHA96w;2016-05-30-11-52-19;2016-05-30 12:12:30.455068;0.0;5.0;[{'End': (732, 498, 3.7939817905426025), 'Start': (432, 31, 3.1092000007629395)}];4.7542898654937735;(683.0, 314.0);(342, 580)
oil on canvas;Gilbert Stuart;Portrait of George Washington;https://upload.wikimedia.org/wikipedia/commons/2/24/Gilbert_Stuart_1796_portrait_of_Washington.jpg;1796;Gilbert_Stuart_1796_portrait_of_Washington.jpg;1796;HHA96w;2016-06-24-12-39-28;2016-06-24 12:50:57.327671;0.0;6.0;[{'Start': (414, 27, 2.204277992248535), 'End': (777, 523, 3.25091290473938)}];4.1875739097595215;(683.0, 314.0);(442, 580)
oil on panel;Gillis van Coninxloo;Elias wird vom Raben ernährt;https://upload.wikimedia.org/wikipedia/commons/5/51/Gillis_van_Coninxloo_001.jpg;late 16;Gillis_van_Coninxloo_001.jpg;16;HHA96w;nan;;;;nan;;nan;nan
oil on panel;Giorgio Vasari;Der Prophet Elieser;https://upload.wikimedia.org/wikipedia/commons/f/f1/Giorgio_Vasari_001.jpg;1566;Giorgio_Vasari_001.jpg;1566;HHA96w;2016-06-12-17-46-29;2016-06-12 18:15:33.730031;1.0;7.0;[{'Start': (959, 48, 12.790334939956665), 'End': (567, 509, 13.974179983139038)}];15.694751977920532;(683.0, 314.0);(401, 580)
oil on copper;Photographer: Cristian Ceccanti;Die Schmiede des Hephaistos;https://upload.wikimedia.org/wikipedia/commons/e/ec/Giorgio_Vasari_002.jpg;between circa 1540 and circa 1560;Giorgio_Vasari_002.jpg;1560;HHA96w;2016-06-12-17-46-29;2016-06-12 17:58:11.229659;0.0;5.0;[{'Start': (390, 32, 2.140491008758545), 'End': (833, 530, 3.4411709308624268)}];4.3811378479003915;(683.0, 314.0);(426, 580)
fresco;Giorgio Vasari;Porträt der Nicolosa Bacci und der Edeldame aus Arezzo;https://upload.wikimedia.org/wikipedia/commons/2/22/Giorgio_Vasari_003.jpg;1535-1540;Giorgio_Vasari_003.jpg;1540;HHA96w;2016-06-10-10-47-19;2016-06-10 11:29:04.274137;0.0;5.0;[{'Start': (386, 36, 1.8590998649597168), 'End': (763, 497, 2.874825954437256)}];3.7119390964508057;(683.0, 314.0);(425, 580)
tempera on poplar wood;Giorgione;;https://upload.wikimedia.org/wikipedia/commons/3/36/Giorgione_-_Pala_di_Castelfranco.jpg;between 1503 and 1504;Giorgione_-_Pala_di_Castelfranco.jpg;1504;HHA96w;nan;;;;nan;;nan;nan
oil on panel;Giorgione;The Three Ages of Man;https://upload.wikimedia.org/wikipedia/commons/c/c9/Giorgione_-_Three_Ages_of_Man_-_Palazzo_Pitti.jpg;between circa 1500 and circa 1510;Giorgione_-_Three_Ages_of_Man_-_Palazzo_Pitti.jpg;1510;HHA96w;2016-06-10-10-47-19;2016-06-10 11:21:46.452280;1.0;5.0;[{'Start': (1174, 56, 1.6226060390472412), 'End': (510, 324, 2.745386838912964)}];3.610913038253784;(683.0, 314.0);(773, 580)
Holz;Giorgione;Altar von Castelfranco, Szene: Thronende Madonna mit dem Hl. Liberalis von Treviso und dem Hl. Franziskus, Detail;https://upload.wikimedia.org/wikipedia/commons/3/35/Giorgione_002.jpg;1504-1505;Giorgione_002.jpg;1505;HHA96w;2016-06-10-10-47-19;2016-06-10 11:10:36.078857;1.0;4.0;[{'Start': (357, 35, 1.884248971939087), 'End': (778, 523, 2.9328811168670654)}];4.229489088058472;(683.0, 314.0);(476, 580)
Holz;Giorgione;Altar von Castelfranco, Szene: Thronende Madonna mit dem Hl. Liberalis von Treviso und dem Hl. Franziskus, Detail;https://upload.wikimedia.org/wikipedia/commons/4/4a/Giorgione_003.jpg;1504-1505;Giorgione_003.jpg;1505;HHA96w;2016-05-25-12-03-00;2016-05-25 12:03:53.374808;0.0;0.0;[];2.62415099143982;(683.0, 314.0);(473, 580)
Holz;Giorgione;Altar von Castelfranco, Szene: Thronende Madonna mit dem Hl. Liberalis von Treviso und dem Hl. Franziskus, Detail: Christuskind;https://upload.wikimedia.org/wikipedia/commons/f/f0/Giorgione_004.jpg;1504-1505;Giorgione_004.jpg;1505;HHA96w;2016-06-10-09-43-06;2016-06-10 09:56:41.594868;1.0;5.0;[{'End': (265, 58, 4.346065044403076), 'Start': (500, 0, 2.224342107772827)}, {'End': (952, 509, 6.407365083694458), 'Start': (264, 26, 5.282185077667236)}];7.349979162216186;(683.0, 314.0);(474, 580)
Holz;Giorgione;Altar von Castelfranco, Szene: Thronende Madonna mit dem Hl. Liberalis von Treviso und dem Hl. Franziskus, Detail: Familienwappen des Auftraggebers;https://upload.wikimedia.org/wikipedia/commons/9/9e/Giorgione_005.jpg;1504-1505;Giorgione_005.jpg;1505;HHA96w;nan;;;;nan;;nan;nan
Holz;Giorgione;Altar von Castelfranco, Szene: Thronende Madonna mit dem Hl. Liberalis von Treviso und dem Hl. Franziskus, Detail: Hl. Franziskus;https://upload.wikimedia.org/wikipedia/commons/c/ca/Giorgione_006.jpg;1504-1505;Giorgione_006.jpg;1505;HHA96w;2016-06-03-16-32-59;2016-06-03 16:49:43.135062;0.0;5.0;[{'Start': (953, 71, 2.101732015609741), 'End': (613, 492, 3.352545976638794)}];4.758583068847656;(683.0, 314.0);(473, 580)
Holz;Giorgione;Altar von Castelfranco, Szene: Thronende Madonna mit dem Hl. Liberalis von Treviso und dem Hl. Franziskus, Detail: Hl. Liberalis;https://upload.wikimedia.org/wikipedia/commons/0/0e/Giorgione_007.jpg;1504-1505;Giorgione_007.jpg;1505;HHA96w;2016-06-03-16-32-59;2016-06-03 16:49:34.239951;0.0;5.0;[{'Start': (999, 138, 1.9874951839447021), 'End': (586, 486, 3.0114080905914307)}];4.1100051403045645;(683.0, 314.0);(473, 580)
Holz;Giorgione;Altar von Castelfranco, Szene: Thronende Madonna mit dem Hl. Liberalis von Treviso und dem Hl. Franziskus, Detail: Landschaft;https://upload.wikimedia.org/wikipedia/commons/b/b5/Giorgione_008.jpg;1504-1505;Giorgione_008.jpg;1505;HHA96w;2016-06-10-09-43-06;2016-06-10 10:05:20.849905;0.0;5.0;[{'End': (653, 460, 4.423871994018555), 'Start': (1011, 98, 3.486562967300415)}];5.438730955123901;(683.0, 314.0);(475, 580)
Holz;Giorgione;Altar von Castelfranco, Szene: Thronende Madonna mit dem Hl. Liberalis von Treviso und dem Hl. Franziskus, Detail: Maria;https://upload.wikimedia.org/wikipedia/commons/0/01/Giorgione_009.jpg;1504-1505;Giorgione_009.jpg;1505;HHA96w;2016-05-25-12-03-00;2016-05-25 12:27:07.561482;1.0;3.0;[{'Start': (334, 184, 1.6820969581604004), 'End': (683, 428, 2.2931318283081055)}];3.359193801879884;(683.0, 314.0);(475, 580)
oil on panel;Giorgione;Anbetung der Drei Heiligen Könige;https://upload.wikimedia.org/wikipedia/commons/c/ca/Giorgione_010.jpg;between 1506 and 1507;Giorgione_010.jpg;1507;HHA96w;2016-06-05-19-42-57;2016-06-05 20:08:13.677393;0.0;5.0;[{'Start': (139, 549, 3.9824390411376953), 'End': (1058, 183, 5.219725131988525)}];6.656475067138673;(683.0, 314.0);(1100, 392)
Holz;Giorgione;Anbetung der der Drei Heiligen Könige, Detail: Gefolge der Könige;https://upload.wikimedia.org/wikipedia/commons/c/c8/Giorgione_011.jpg;1500-1510;Giorgione_011.jpg;1510;HHA96w;2016-06-03-16-32-59;2016-06-03 16:34:16.959108;1.0;6.0;[{'Start': (1007, 70, 2.2472589015960693), 'End': (575, 447, 3.265446901321411)}];4.1789608001708975;(683.0, 314.0);(477, 580)
oil on panel;Giorgione;Anbetung der der Drei Heiligen Könige, Detail: Joseph und zwei Könige;https://upload.wikimedia.org/wikipedia/commons/1/12/Giorgione_012.jpg;between 1506 and 1507;Giorgione_012.jpg;1507;HHA96w;2016-06-12-18-25-41;2016-06-12 18:40:07.774119;0.0;5.0;[{'End': (778, 534, 3.3784689903259277), 'Start': (364, 61, 2.1667988300323486)}];4.219728946685791;(683.0, 314.0);(473, 580)
oil on panel;Giorgione;Anbetung der der Drei Heiligen Könige, Detail: Maria mit Christuskind, Ochse und Esel;https://upload.wikimedia.org/wikipedia/commons/2/2b/Giorgione_013.jpg;between 1506 and 1507;Giorgione_013.jpg;1507;HHA96w;2016-05-25-12-03-00;2016-05-25 12:16:58.627238;0.0;3.0;[{'Start': (374, 370, 2.526144027709961), 'End': (738, 433, 3.1711809635162354)}];3.993227958679199;(683.0, 314.0);(473, 580)
Holz;Giorgione;Anbetung der Hirten, Detail: Joseph und Maria;https://upload.wikimedia.org/wikipedia/commons/7/7a/Giorgione_015.jpg;1500-1510;Giorgione_015.jpg;1510;HHA96w;2016-06-24-12-39-28;2016-06-24 12:58:19.251189;1.0;5.0;[{'Start': (365, 15, 1.9022729396820068), 'End': (794, 572, 3.031385898590088)}];4.045016050338745;(683.0, 314.0);(478, 580)
Holz;Giorgione;Anbetung der Hirten, Detail: Landschaft;https://upload.wikimedia.org/wikipedia/commons/7/78/Giorgione_016.jpg;1500-1510;Giorgione_016.jpg;1510;HHA96w;2016-06-03-16-32-59;2016-06-03 16:46:56.293270;1.0;6.0;[{'Start': (1090, 85, 12.05097484588623), 'End': (614, 512, 13.432501792907715)}];14.390619993209839;(683.0, 314.0);(476, 580)
Holz;Giorgione;Anbetung der Hirten, Detail: Landschaft;https://upload.wikimedia.org/wikipedia/commons/c/cf/Giorgione_017.jpg;1500-1510;Giorgione_017.jpg;1510;HHA96w;2016-06-05-20-43-36;2016-06-05 20:51:07.052562;1.0;5.0;[{'End': (593, 397, 3.425652027130127), 'Start': (1028, 43, 2.5484468936920166)}];4.576920032501222;(683.0, 314.0);(473, 580)
color on canvas mounted on wood;Giorgione;Ceres;https://upload.wikimedia.org/wikipedia/commons/c/c5/Giorgione_018.jpg;between circa 1500 and circa 1510;Giorgione_018.jpg;1510;HHA96w;2016-05-27-10-50-06;2016-05-27 11:05:13.839144;0.0;5.0;[{'End': (703, 422, 3.2310359477996826), 'Start': (354, 77, 2.3771209716796875)}];4.484532117843628;(683.0, 314.0);(432, 580)
oil on canvas;Giorgione;The Tempest;https://upload.wikimedia.org/wikipedia/commons/8/86/Giorgione_020.jpg;between circa 1507 and circa 1508;Giorgione_020.jpg;1508;HHA96w;2016-06-10-09-43-06;2016-06-10 09:44:34.498243;0.0;5.0;[{'End': (743, 455, 4.030849933624268), 'Start': (257, 122, 3.0825259685516357)}];4.942391872406006;(683.0, 314.0);(473, 580)
oil on canvas;Giorgione;The Tempest;https://upload.wikimedia.org/wikipedia/commons/a/a3/Giorgione_021.jpg;between circa 1507 and circa 1508;Giorgione_021.jpg;1508;HHA96w;2016-06-10-10-47-19;2016-06-10 11:07:50.426379;1.0;5.0;[{'Start': (1015, 2, 1.8830320835113525), 'End': (558, 541, 2.924971103668213)}];3.7835030555725098;(683.0, 314.0);(476, 580)
oil on canvas;Giorgione;The Tempest;https://upload.wikimedia.org/wikipedia/commons/3/3d/Giorgione_022.jpg;between circa 1507 and circa 1508;Giorgione_022.jpg;1508;HHA96w;2016-06-05-20-43-36;2016-06-05 20:57:35.367019;1.0;4.0;[{'End': (558, 488, 3.836276054382324), 'Start': (1010, 39, 2.7174320220947266)}];4.83980917930603;(683.0, 314.0);(475, 580)
oil on canvas;Giorgione;The Tempest;https://upload.wikimedia.org/wikipedia/commons/2/25/Giorgione_023.jpg;between circa 1507 and circa 1508;Giorgione_023.jpg;1508;HHA96w;2016-06-05-20-43-36;2016-06-05 21:01:32.729189;0.0;4.0;[{'End': (705, 213, 5.064337968826294), 'Start': (305, 594, 4.325368165969849)}];6.017825126647949;(683.0, 314.0);(476, 580)
oil on canvas;Giorgione;The Tempest;https://upload.wikimedia.org/wikipedia/commons/f/f5/Giorgione_024.jpg;between circa 1507 and circa 1508;Giorgione_024.jpg;1508;HHA96w;2016-06-24-12-39-28;2016-06-24 12:42:16.052749;0.0;0.0;[];1.9742510318756104;(683.0, 314.0);(476, 580)
color on wood;Giorgione;Der Mosesknabe vor dem Pharao, Szene: Feuerprobe des Mosesknaben;https://upload.wikimedia.org/wikipedia/commons/1/12/Giorgione_025.jpg;1505;Giorgione_025.jpg;1505;HHA96w;nan;;;;nan;;nan;nan
Holz;Giorgione;Der Mosesknabe vor dem Pharao, Szene: Feuerprobe des Mosesknaben, Detail: Landschaft;https://upload.wikimedia.org/wikipedia/commons/c/c3/Giorgione_026.jpg;1505;Giorgione_026.jpg;1505;HHA96w;2016-06-10-10-47-19;2016-06-10 10:51:53.865600;0.0;5.0;[{'Start': (270, 564, 3.403780937194824), 'End': (751, 348, 4.10773491859436)}];5.074542999267578;(683.0, 314.0);(475, 580)
Holz;Giorgione;Die drei Meschenalter, Detail;https://upload.wikimedia.org/wikipedia/commons/7/72/Giorgione_028.jpg;1500-1510;Giorgione_028.jpg;1510;HHA96w;2016-06-12-17-46-29;2016-06-12 18:15:57.208294;1.0;6.0;[{'Start': (991, 55, 1.4936931133270264), 'End': (557, 494, 2.7217459678649902)}];3.8875110149383545;(683.0, 314.0);(476, 580)
Leinwand;Giorgione;Die drei Philosophen, Detail;https://upload.wikimedia.org/wikipedia/commons/a/a8/Giorgione_030.jpg;1507-1508;Giorgione_030.jpg;1508;HHA96w;2016-06-05-19-42-57;2016-06-05 20:06:16.536772;0.0;5.0;[{'Start': (986, 30, 2.822903871536255), 'End': (528, 482, 4.054205894470215)}];5.065615892410278;(683.0, 314.0);(473, 580)
Leinwand;Giorgione;Die drei Philosophen, Detail;https://upload.wikimedia.org/wikipedia/commons/2/22/Giorgione_031.jpg;1507-1508;Giorgione_031.jpg;1508;HHA96w;2016-06-24-12-39-28;2016-06-24 12:55:20.208487;0.0;5.0;[{'Start': (455, 193, 1.7722258567810059), 'End': (965, 31, 4.795609951019287)}, {'Start': (965, 31, 5.3916850090026855), 'End': (576, 466, 6.9904420375823975)}, {'Start': (584, 11, 9.557236909866333), 'End': (683, 517, 10.786892890930176)}];11.61350393295288;(683.0, 314.0);(471, 580)
canvas;Giorgione;Three philosophers;https://upload.wikimedia.org/wikipedia/commons/0/0d/Giorgione_032.jpg;1507-1508;Giorgione_032.jpg;1508;HHA96w;2016-05-10-08-55-50;2016-05-10 08:55:58.143664;0.0;4.0;[{'End': (693, 260, 8.398283958435059), 'Start': (327, 232, 3.8357808589935303)}];10.805866956710815;(683.0, 314.0);(472, 580)
oil on canvas;Giorgione;Three philosophers;https://upload.wikimedia.org/wikipedia/commons/a/af/Giorgione_033.jpg;1507-1508;Giorgione_033.jpg;1508;HHA96w;2016-05-15-14-39-23;2016-05-15 15:22:05.566492;1.0;0.0;[];1.892791986465454;(683.0, 314.0);(474, 580)
Fresko;Giorgione;Fries mit Grisaille-Fresken zu den Artes Liberalis und Artes Mechanicae im Casa Pellizzari in Castelfranco Veneto. Szene: Globus, Mond, Sonne (Astronomie);https://upload.wikimedia.org/wikipedia/commons/f/f6/Giorgione_034.jpg;1500-1510;Giorgione_034.jpg;1510;HHA96w;2016-06-12-18-25-41;2016-06-12 18:38:17.368752;1.0;0.0;[];2.0387020111083984;(683.0, 314.0);(481, 580)
fresco;Giorgione;Fries mit Grisaille-Fresken zu den Artes Liberales und Artes Mechanicae im Casa Pellizzari in Castelfranco Veneto. Musikinstrumente (Musik);https://upload.wikimedia.org/wikipedia/commons/9/99/Giorgione_035.jpg;1500-1510;Giorgione_035.jpg;1510;HHA96w;2016-06-03-16-32-59;2016-06-03 16:56:04.322028;1.0;4.0;[{'Start': (308, 75, 2.3017241954803467), 'End': (800, 464, 3.3526101112365723)}];5.1076979637146;(683.0, 314.0);(475, 580)
Fresko;Giorgione;Fries mit Grisaille-Fresken zu den Artes Liberalis und Artes Mechanicae im Casa Pellizzari in Castelfranco Veneto. Szene: Arithmetik;https://upload.wikimedia.org/wikipedia/commons/6/6c/Giorgione_036.jpg;1500-1510;Giorgione_036.jpg;1510;HHA96w;2016-06-05-19-42-57;2016-06-05 19:43:13.397606;0.0;0.0;[];2.9521300792694087;(683.0, 314.0);(478, 580)
Fresko;Giorgione;Fries mit Grisaille-Fresken zu den Artes Liberalis und Artes Mechanicae im Casa Pellizzari in Castelfranco Veneto. Szene: Rüstungen;https://upload.wikimedia.org/wikipedia/commons/9/90/Giorgione_037.jpg;1500-1510;Giorgione_037.jpg;1510;HHA96w;nan;;;;nan;;nan;nan
